Year	Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
1105	Knae	N	1635	Ogeghzoedz	C777101-6	 	Lo 		214	Ve	F7 V	{ 0 }	(900+1)	[]	B	0	0
1201	Knae	N	1635	Ogeghzoedz	E777224-5	 	Lo 		414	Ve	F7 V	{ -3 }	(910-4)	[1165]	B	0	-36
1447	Knae	N	1635	Ogeghzoedz	E777000-5	 	Di 		014	Wild	F7 V	{ -3 }	(900-5)	[0000]	B	0	-45
1508	Knae	N	1635	Ogeghzoedz	E777000-5	 	Di 		014	Wild	F7 V	{ -3 }	(900+3)	[0000]	B	0	27
1900	Knae	N	1635	Ogeghzoedz	D777440-3	 	Ni Pa 		214	NaVa	F7 V	{ -3 }	(932+1)	[7164]	Bc	0	54

1105	Knae	N	1639	Koungegaeae	A646545-C	 	Ag Ni 		102	Ve	F4 V M5 V	{ 0 }	(B44-1)	[]	BC	0	0
1201	Knae	N	1639	Koungegaeae	X646472-5	 	Ni Pa 		502	Ve	F4 V M5 V	{ -3 }	(930+2)	[1195]	Bc	0	54
1447	Knae	N	1639	Koungegaeae	X646000-5	 	Di 		002	Wild	F4 V M5 V	{ -3 }	(900+3)	[0000]	B	0	27
1508	Knae	N	1639	Koungegaeae	X646000-5	 	Di 		002	Wild	F4 V M5 V	{ -3 }	(900+3)	[0000]	B	0	27
1900	Knae	N	1639	Koungegaeae	E646530-6	 	Ag Ni 		902	NaVa	F4 V M5 V	{ -2 }	(941-3)	[6359]	BC	0	-108

1105	Knae	C	1705	Kougzarz	C340A75-B	 	De He Hi In Po 		916	Va	F6 V M7 V	{ 0 }	(B95+1)	[]	BE	0	0
1201	Knae	C	1705	Kougzarz	X340220-2	 	De He Lo Po 		516	Va	F6 V M7 V	{ -3 }	(410-1)	[6162]	B	0	-4
1447	Knae	C	1705	Kougzarz	X340000-2	 	De He Di Po 		016	Wild	F6 V M7 V	{ -3 }	(400+1)	[0000]	B	0	4
1508	Knae	C	1705	Kougzarz	X340000-2	 	De He Di Po 		016	Wild	F6 V M7 V	{ -3 }	(400+3)	[0000]	B	0	12
1900	Knae	C	1705	Kougzarz	E340388-6	 	De He Lo Po 		816	NaVa	F6 V M7 V	{ -3 }	(420+3)	[2134]	B	0	24

1105	Knae	C	1706	Faaoukhan	C8C6976-8	 	Fl Hi In 		800	Va	F4 V M7 V	{ 0 }	(984-1)	[]	BE	0	0
1201	Knae	C	1706	Faaoukhan	X8C6000-8	 	Di Fl In 		000	Va	F4 V M7 V	{ -2 }	(900+4)	[0000]	BE	0	36
1447	Knae	C	1706	Faaoukhan	X8C6000-8	 	Di Fl In 		000	Wild	F4 V M7 V	{ -2 }	(900-3)	[0000]	BE	0	-27
1508	Knae	C	1706	Faaoukhan	X8C6000-8	 	Di Fl 		000	Wild	F4 V M7 V	{ -3 }	(900+3)	[0000]	B	0	27
1900	Knae	C	1706	Faaoukhan	C8C6842-6	 	Fl Ph 		900	NaVa	F4 V M7 V	{ -1 }	(972-3)	[4758]	Be	0	-378

1105	Knae	C	1707	Gangkhueng	C562465-6	 	Ni 		122	Va	F4 V M5 V	{ 0 }	(A34+1)	[]	B	0	0
1201	Knae	C	1707	Gangkhueng	E562345-5	 	Lo 		422	Va	F4 V M5 V	{ -3 }	(A20+4)	[4187]	B	0	80
1447	Knae	C	1707	Gangkhueng	E562000-5	 	Di 		022	Wild	F4 V M5 V	{ -3 }	(A00+1)	[0000]	B	0	10
1508	Knae	C	1707	Gangkhueng	E562000-5	 	Di 		022	Wild	F4 V M5 V	{ -3 }	(A00+1)	[0000]	B	0	10
1900	Knae	C	1707	Gangkhueng	D562679-3	 	Ni Ri 		422	NaVa	F4 V M5 V	{ -2 }	(A51+1)	[5443]	BC	0	50

1105	Knae	C	1709	Nguekogzgorr	B594534-5	 	Ag Ni 		613	Va	F3 V	{ 0 }	(842+1)	[]	BC	0	0
1201	Knae	C	1709	Nguekogzgorr	D59458A-3	 	Ag Ni 	B	413	Va	F3 V	{ -2 }	(844+4)	[3332]	BC	0	512
1447	Knae	C	1709	Nguekogzgorr	D594000-3	 	Di 		013	Wild	F3 V	{ -3 }	(800-2)	[0000]	B	0	-16
1508	Knae	C	1709	Nguekogzgorr	D594000-3	 	Di 		013	Wild	F3 V	{ -3 }	(800+2)	[0000]	B	0	16
1900	Knae	C	1709	Nguekogzgorr	C594372-3	 	Lo 		713	NaVa	F3 V	{ -2 }	(820+1)	[6163]	B	0	16

1105	Knae	G	1711	Llaezoug	A979536-7	 	Ni 		307	Va	F8 V M5 V	{ 0 }	(846+1)	[]	B	0	0
1201	Knae	G	1711	Llaezoug	C979578-5	 	Ni 		207	Va	F8 V M5 V	{ -2 }	(841-2)	[13A5]	B	0	-64
1447	Knae	G	1711	Llaezoug	X979000-5	 	Di 		007	Wild	F8 V M5 V	{ -3 }	(800+3)	[0000]	B	0	24
1508	Knae	G	1711	Llaezoug	X979000-5	 	Di 		007	Wild	F8 V M5 V	{ -3 }	(800+1)	[0000]	B	0	8
1900	Knae	G	1711	Llaezoug	A979379-7	 	Lo 		507	NaVa	F8 V M5 V	{ -1 }	(820-4)	[4259]	B	0	-64

1105	Knae	G	1714	Aksueui	C100320-6	 	Lo Va 		510	Va	M2 V M2 V	{ 0 }	(220+2)	[]	B	0	0
1201	Knae	G	1714	Aksueui	X100000-6	 	Di Va 		010	Va	M2 V M2 V	{ -3 }	(200-1)	[0000]	B	0	-2
1447	Knae	G	1714	Aksueui	X100000-6	 	Di Va 		010	Wild	M2 V M2 V	{ -3 }	(200+1)	[0000]	B	0	2
1508	Knae	G	1714	Aksueui	X100000-6	 	Di Va 		010	Wild	M2 V M2 V	{ -3 }	(200+1)	[0000]	B	0	2
1900	Knae	G	1714	Aksueui	D100000-6	 	Di Va 		010	NaVa	M2 V M2 V	{ -3 }	(200-3)	[0000]	B	0	-6

1105	Knae	K	1722	Ksokou	B455534-7	 	Ag Ni 		801	VA	F8 V	{ 0 }	(643+1)	[]	BC	0	0
1201	Knae	K	1722	Ksokou	D455525-5	 	Ag Ni 		501	VA	F8 V	{ -2 }	(640-4)	[7337]	BC	0	-96
1447	Knae	K	1722	Ksokou	D45558A-1	 	Ag Ni 		201	Wild	F8 V	{ -2 }	(641+2)	[1341]	BC	0	48
1508	Knae	K	1722	Ksokou	D455577-2	 	Ag Ni 		101	Wild	F8 V	{ -2 }	(644+2)	[5336]	BC	0	192
1900	Knae	K	1722	Ksokou	E455445-3	 	Ni Pa 		401	NaVa	F8 V	{ -3 }	(632+2)	[3162]	Bc	0	72

1105	Knae	K	1723	Gaenkuth	CAF4263-3	 	Lo 		515	VA	F8 V	{ 0 }	(710-1)	[]	B	0	0
1201	Knae	K	1723	Gaenkuth	XAF4000-3	 	Di 		015	VA	F8 V	{ -3 }	(700+4)	[0000]	B	0	28
1447	Knae	K	1723	Gaenkuth	XAF4000-3	 	Di 		015	Wild	F8 V	{ -3 }	(700+1)	[0000]	B	0	7
1508	Knae	K	1723	Gaenkuth	XAF4000-3	 	Di 		015	Wild	F8 V	{ -3 }	(700+2)	[0000]	B	0	14
1900	Knae	K	1723	Gaenkuth	CAF4545-3	 	Ni 		215	NaVa	F8 V	{ -2 }	(742+1)	[2373]	B	0	56

1105	Knae	K	1725	Dzaezele	C484200-9	 	Lo 		600	Va	M1 V	{ 0 }	(410+4)	[]	B	0	0
1201	Knae	K	1725	Dzaezele	X484132-2	 	Lo 		600	Va	M1 V	{ -3 }	(400-5)	[1195]	B	0	-20
1447	Knae	K	1725	Dzaezele	X484000-2	 	Di 		000	Wild	M1 V	{ -3 }	(400-2)	[0000]	B	0	-8
1508	Knae	K	1725	Dzaezele	X484000-2	 	Di 		000	Wild	M1 V	{ -3 }	(400-3)	[0000]	B	0	-12
1900	Knae	K	1725	Dzaezele	C484210-8	 	Lo 		200	NaVa	M1 V	{ -2 }	(410+1)	[319B]	B	0	4

1105	Knae	K	1727	Oerdzikh	C699778-8	 	Pi 		702	Va	M5 V	{ 0 }	(96A+1)	[]	BD	0	0
1201	Knae	K	1727	Oerdzikh	E699754-8	 	Pi 	B	802	Va	M5 V	{ -2 }	(967+3)	[8586]	BD	0	1134
1447	Knae	K	1727	Oerdzikh	E6997AD-4	 	Pi 		402	Wild	M5 V	{ -2 }	(764-2)	[7523]	BD	0	-336
1508	Knae	K	1727	Oerdzikh	E699754-6	 	Pi 		502	Wild	M5 V	{ -2 }	(767-1)	[6548]	BD	0	-294
1900	Knae	K	1727	Oerdzikh	D6996AB-6	 	Ni 		302	NaVa	M5 V	{ -3 }	(752+1)	[7365]	B	0	70

1105	Knae	O	1734	Zongakdhaerr	C8A0332-A	 	He Lo 		503	Ve	G4 V M0 V	{ 0 }	(920-1)	[]	B	0	0
1201	Knae	O	1734	Zongakdhaerr	X8A0000-A	 	Di He 		003	Ve	G4 V M0 V	{ -1 }	(900+1)	[0000]	B	0	9
1447	Knae	O	1734	Zongakdhaerr	X8A0000-A	 	Di He 		003	Wild	G4 V M0 V	{ -1 }	(900-1)	[0000]	B	0	-9
1508	Knae	O	1734	Zongakdhaerr	X8A0000-A	 	Di He 		003	Wild	G4 V M0 V	{ -1 }	(900+1)	[0000]	B	0	9
1900	Knae	O	1734	Zongakdhaerr	C8A0544-A	 	He Ni 		203	NaVa	G4 V M0 V	{ 0 }	(943-2)	[4517]	B	0	-216

1105	Knae	O	1735	Teknuezoe	A560977-8	 	De Hi Pr 		303	Ve	F2 V M5 V	{ 0 }	(587-4)	[]	BcE	0	0
1201	Knae	O	1735	Teknuezoe	C560441-6	 	De Ni 		203	Ve	F2 V M5 V	{ -2 }	(231+5)	[1262]	B	0	30
1447	Knae	O	1735	Teknuezoe	X560000-6	 	De Di 		003	Wild	F2 V M5 V	{ -3 }	(200+1)	[0000]	B	0	2
1508	Knae	O	1735	Teknuezoe	X560000-6	 	De Di 		003	Wild	F2 V M5 V	{ -3 }	(200-1)	[0000]	B	0	-2
1900	Knae	O	1735	Teknuezoe	C560575-3	 	De Ni Pr 		603	NaVa	F2 V M5 V	{ -2 }	(243+1)	[7327]	Bc	0	24

1105	Knae	K	1823	Sarrueg	C327778-6	 	Pi 		900	VA	A6 V	{ 0 }	(966+3)	[]	BD	0	0
1201	Knae	K	1823	Sarrueg	X327000-6	 	Di Pi 		000	VA	A6 V	{ -3 }	(900-1)	[0000]	BD	0	-9
1447	Knae	K	1823	Sarrueg	X327000-6	 	Di Pi 		000	Wild	A6 V	{ -3 }	(900-4)	[0000]	BD	0	-36
1508	Knae	K	1823	Sarrueg	X327000-6	 	Di 		000	Wild	A6 V	{ -3 }	(900+4)	[0000]	B	0	36
1900	Knae	K	1823	Sarrueg	E327756-5	 	Pi 		800	NaVa	A6 V	{ -2 }	(963+2)	[8519]	BD	0	324

1105	Knae	K	1825	Rruezakhsaz	B575576-B	 	Ag Ni 		920	Va	F1 V	{ 0 }	(945-3)	[]	BC	0	0
1201	Knae	K	1825	Rruezakhsaz	X575579-3	 	Ag Ni 	B	520	Va	F1 V	{ -2 }	(743+1)	[A352]	BC	0	84
1447	Knae	K	1825	Rruezakhsaz	X575000-3	 	Di 		020	Wild	F1 V	{ -3 }	(700-1)	[0000]	B	0	-7
1508	Knae	K	1825	Rruezakhsaz	X575000-3	 	Di 		020	Wild	F1 V	{ -3 }	(700-5)	[0000]	B	0	-35
1900	Knae	K	1825	Rruezakhsaz	C575254-A	 	Lo 		120	NaVa	F1 V	{ 0 }	(910+4)	[226A]	B	0	36

1105	Knae	K	1827	Saenknanuerr	C373555-9	 	Ni 		814	Va	F4 V M8 V	{ 0 }	(844+1)	[]	B	0	0
1201	Knae	K	1827	Saenknanuerr	E373568-5	 	Ni 		514	Va	F4 V M8 V	{ -3 }	(343+1)	[3252]	B	0	36
1447	Knae	K	1827	Saenknanuerr	E373000-5	 	Di 		014	Wild	F4 V M8 V	{ -3 }	(300-4)	[0000]	B	0	-12
1508	Knae	K	1827	Saenknanuerr	E373000-5	 	Di 		014	Wild	F4 V M8 V	{ -3 }	(300+1)	[0000]	B	0	3
1900	Knae	K	1827	Saenknanuerr	D373479-6	 	Ni 		214	NaVa	F4 V M8 V	{ -3 }	(330+1)	[6125]	B	0	9

1105	Knae	K	1830	Koeghthoez	C410000-8	 	Di 		700	Ve	M6 III	{ 0 }	(600+1)	[]	B	0	0
1201	Knae	K	1830	Koeghthoez	X410000-8	 	Di 		000	Ve	M6 III	{ -3 }	(600+3)	[0000]	B	0	18
1447	Knae	K	1830	Koeghthoez	X410000-8	 	Di 		000	Wild	M6 III	{ -3 }	(600-1)	[0000]	B	0	-6
1508	Knae	K	1830	Koeghthoez	X410000-8	 	Di 		000	Wild	M6 III	{ -3 }	(600-1)	[0000]	B	0	-6
1900	Knae	K	1830	Koeghthoez	A4109B9-J	 	Hi Na In 		100	NaVa	M6 III	{ 5 }	(68B+1)	[EE5N]	BEf	0	528

1105	Knae	O	1831	Oakkaeng	C210002-4	 	Di 		601	Ve	F2 V	{ 0 }	(600-1)	[]	B	0	0
1201	Knae	O	1831	Oakkaeng	X210000-4	 	Di 		001	Ve	F2 V	{ -3 }	(600+4)	[0000]	B	0	24
1447	Knae	O	1831	Oakkaeng	X210000-4	 	Di 		001	Wild	F2 V	{ -3 }	(600-3)	[0000]	B	0	-18
1508	Knae	O	1831	Oakkaeng	X210000-4	 	Di 		001	Wild	F2 V	{ -3 }	(600+3)	[0000]	B	0	18
1900	Knae	O	1831	Oakkaeng	A210779-C	 	Na Pi 		401	NaVa	F2 V	{ 2 }	(768+4)	[A97C]	BD	0	1344

1105	Knae	O	1836	Ghua	X667000-0	 	Ba Ga 		014	Ve	G0 V	{ 0 }	(600-5)	[]	B	0	0
1201	Knae	O	1836	Ghua	X667000-0	 	Ba Ga 		014	Ve	G0 V	{ -3 }	(600-1)	[0000]	B	0	-6
1447	Knae	O	1836	Ghua	X667000-0	 	Ba Ga 		014	Wild	G0 V	{ -3 }	(600+1)	[0000]	B	0	6
1508	Knae	O	1836	Ghua	X667000-0	 	Ba Ga 		014	Wild	G0 V	{ -3 }	(600+1)	[0000]	B	0	6
1900	Knae	O	1836	Ghua	B667100-6	 	Ga Lo 		714	NaVa	G0 V	{ -1 }	(600-2)	[1154]	B	0	-12

1105	Knae	C	1905	Nazae	C879351-8	 	Lo 		500	Va	F1 V M3 V	{ 0 }	(520-2)	[]	B	0	0
1201	Knae	C	1905	Nazae	E879357-7	 	Lo 		800	Va	F1 V M3 V	{ -3 }	(520-3)	[4122]	B	0	-30
1447	Knae	C	1905	Nazae	E879000-7	 	Di 		000	Wild	F1 V M3 V	{ -3 }	(500+1)	[0000]	B	0	5
1508	Knae	C	1905	Nazae	E879000-7	 	Di 		000	Wild	F1 V M3 V	{ -3 }	(500+1)	[0000]	B	0	5
1900	Knae	C	1905	Nazae	C879587-7	 	Ni 		300	NaVa	F1 V M3 V	{ -2 }	(540+3)	[438B]	B	0	60

1105	Knae	C	1906	Aenan	C9D48B9-3	 	Ph 		524	Va	F4 V M2 V G6 V M8 V	{ 0 }	(57A-2)	[]	Be	0	0
1201	Knae	C	1906	Aenan	X9D4000-3	 	Di 		024	Va	F4 V M2 V G6 V M8 V	{ -3 }	(500-3)	[0000]	B	0	-15
1447	Knae	C	1906	Aenan	X9D4000-3	 	Di 		024	Wild	F4 V M2 V G6 V M8 V	{ -3 }	(500-5)	[0000]	B	0	-25
1508	Knae	C	1906	Aenan	X9D4000-3	 	Di 		024	Wild	F4 V M2 V G6 V M8 V	{ -3 }	(500-1)	[0000]	B	0	-5
1900	Knae	C	1906	Aenan	C9D4412-4	 	Ni 		424	NaVa	F4 V M2 V G6 V M8 V	{ -2 }	(530-1)	[3217]	B	0	-15

1105	Knae	C	1910	Foeourrgh	E464410-3	 	Ni Pa 		632	Va	F6 V M6 V	{ 0 }	(A34+1)	[]	Bc	0	0
1201	Knae	C	1910	Foeourrgh	X464442-0	 	Ni Pa 	B	432	Va	F6 V M6 V	{ -3 }	(A31-4)	[2173]	Bc	0	-120
1447	Knae	C	1910	Foeourrgh	X464000-0	 	Ba 		032	Wild	F6 V M6 V	{ -3 }	(A00+3)	[0000]	B	0	30
1508	Knae	C	1910	Foeourrgh	X464000-0	 	Ba 		032	Wild	F6 V M6 V	{ -3 }	(A00+2)	[0000]	B	0	20
1900	Knae	C	1910	Foeourrgh	A464530-9	 	Ag Pr Ni 		232	NaVa	F6 V M6 V	{ 1 }	(F42+2)	[6676]	BcC	0	240

1105	Knae	G	1914	Daeaendorz	C000323-8	 	As Va Lo 		905	Va	F8 V M2 V	{ 0 }	(B20+1)	[]	B	0	0
1201	Knae	G	1914	Daeaendorz	X000000-8	 	As Va Di 		005	Va	F8 V M2 V	{ -3 }	(B00+1)	[0000]	B	0	11
1447	Knae	G	1914	Daeaendorz	X000000-8	 	As Va Di 		005	Wild	F8 V M2 V	{ -3 }	(B00+1)	[0000]	B	0	11
1508	Knae	G	1914	Daeaendorz	X000000-8	 	As Va Di 		005	Wild	F8 V M2 V	{ -3 }	(B00+1)	[0000]	B	0	11
1900	Knae	G	1914	Daeaendorz	D000412-6	 	As Va Ni 		605	NaVa	F8 V M2 V	{ -3 }	(632+2)	[2154]	B	0	72

1105	Knae	G	1915	Dhakakueou	X100410-0	 	Ni Va 		200	Va	M5 V	{ 0 }	(636+2)	[]	B	0	0
1201	Knae	G	1915	Dhakakueou	X100000-0	 	Ba Va 		000	Va	M5 V	{ -3 }	(600+3)	[0000]	B	0	18
1447	Knae	G	1915	Dhakakueou	X100000-0	 	Ba Va 		000	Wild	M5 V	{ -3 }	(600-3)	[0000]	B	0	-18
1508	Knae	G	1915	Dhakakueou	X100000-0	 	Ba Va 		000	Wild	M5 V	{ -3 }	(600-3)	[0000]	B	0	-18
1900	Knae	G	1915	Dhakakueou	C100315-6	 	Lo Va 		400	NaVa	M5 V	{ -2 }	(620-2)	[4158]	B	0	-24

1105	Knae	K	1921	Aerungokh	E667778-3	 	Ag Ri Ga 		403	VA	G4 V	{ 0 }	(C65-1)	[]	BC	0	0
1201	Knae	K	1921	Aerungokh	X667775-3	 	Ag Ri Ga 	B	503	VA	G4 V	{ 0 }	(C62-2)	[3795]	BC	0	-288
1447	Knae	K	1921	Aerungokh	X667776-0	 	Ag Ri Ga 		203	Wild	G4 V	{ 0 }	(C69-4)	[6721]	BC	0	-2592
1508	Knae	K	1921	Aerungokh	X667752-0	 	Ag Ri Ga 		303	Wild	G4 V	{ 0 }	(C66+3)	[A731]	BC	0	1296
1900	Knae	K	1921	Aerungokh	B6679CE-9	 	Ga Hi Pr 		903	NaVa	G4 V	{ 2 }	(F85+1)	[7B79]	BcE	0	600

1105	Knae	K	1922	Lluru	E54367B-3	 	Ni Po 		800	VA	F0 V	{ 0 }	(653+2)	[]	B	0	0
1201	Knae	K	1922	Lluru	X543675-1	 	Ni Po 	B	900	VA	F0 V	{ -3 }	(650+2)	[8374]	B	0	60
1447	Knae	K	1922	Lluru	X543000-1	 	Di Po 		000	Wild	F0 V	{ -3 }	(600+3)	[0000]	B	0	18
1508	Knae	K	1922	Lluru	X543000-1	 	Di Po 		000	Wild	F0 V	{ -3 }	(600+1)	[0000]	B	0	6
1900	Knae	K	1922	Lluru	A543541-A	 	Ni Po 		500	NaVa	F0 V	{ 1 }	(644-3)	[566A]	B	0	-288

1105	Knae	K	1923	Gungoungus	C8C2103-6	 	Fl He Lo 		104	VA	F5 V	{ 0 }	(800+4)	[]	B	0	0
1201	Knae	K	1923	Gungoungus	X8C2000-6	 	Di Fl He 		004	VA	F5 V	{ -3 }	(800-1)	[0000]	B	0	-8
1447	Knae	K	1923	Gungoungus	X8C2000-6	 	Di Fl He 		004	Wild	F5 V	{ -3 }	(800+1)	[0000]	B	0	8
1508	Knae	K	1923	Gungoungus	X8C2000-6	 	Di Fl He 		004	Wild	F5 V	{ -3 }	(800-1)	[0000]	B	0	-8
1900	Knae	K	1923	Gungoungus	D8C27AB-2	 	Fl He 		104	NaVa	F5 V	{ -2 }	(869+1)	[7544]	B	0	432

1105	Knae	O	1933	Kaelanorok	X475414-3	 	Ni Pa 		305	Ve	F8 V M4 V	{ 0 }	(731+2)	[]	Bc	0	0
1201	Knae	O	1933	Kaelanorok	X47548B-2	 	Ni Pa 		205	Ve	F8 V M4 V	{ -3 }	(730+1)	[6133]	Bc	0	21
1447	Knae	O	1933	Kaelanorok	X475000-2	 	Di 		005	Wild	F8 V M4 V	{ -3 }	(700-3)	[0000]	B	0	-21
1508	Knae	O	1933	Kaelanorok	X475000-2	 	Di 		005	Wild	F8 V M4 V	{ -3 }	(700-4)	[0000]	B	0	-28
1900	Knae	O	1933	Kaelanorok	C47548B-9	 	Ni Pa 		205	NaVa	F8 V M4 V	{ -1 }	(C31-3)	[7398]	Bc	0	-108

1105	Knae	O	1934	Kfadhazonodh	A453343-8	 	Lo Po 		400	Ve	G9 V	{ 0 }	(820+2)	[]	B	0	0
1201	Knae	O	1934	Kfadhazonodh	C453301-7	 	Lo Po 		400	Ve	G9 V	{ -2 }	(820+1)	[4174]	B	0	16
1447	Knae	O	1934	Kfadhazonodh	D453000-7	 	Di Po 		000	Wild	G9 V	{ -3 }	(800+2)	[0000]	B	0	16
1508	Knae	O	1934	Kfadhazonodh	D453000-7	 	Di Po 		000	Wild	G9 V	{ -3 }	(800-2)	[0000]	B	0	-16
1900	Knae	O	1934	Kfadhazonodh	E453304-3	 	Lo Po 		200	NaVa	G9 V	{ -3 }	(820+1)	[1134]	B	0	16

1105	Knae	O	1935	Rrasakeksal	B412568-6	 	Ic Ni 		204	Ve	M6 III	{ 0 }	(744+1)	[]	B	0	0
1201	Knae	O	1935	Rrasakeksal	X412000-6	 	Di Ic 		004	Ve	M6 III	{ -3 }	(700-2)	[0000]	B	0	-14
1447	Knae	O	1935	Rrasakeksal	X412000-6	 	Di Ic 		004	Wild	M6 III	{ -3 }	(700-4)	[0000]	B	0	-28
1508	Knae	O	1935	Rrasakeksal	X412000-6	 	Di Ic 		004	Wild	M6 III	{ -3 }	(700-1)	[0000]	B	0	-7
1900	Knae	O	1935	Rrasakeksal	D4129B7-3	 	Hi Ic Na In 		704	NaVa	M6 III	{ 0 }	(78B+1)	[6931]	BE	0	616

1105	Knae	O	1939	Suekuuedz	C340699-6	 	De He Ni Po 		322	Ve	F7 V M0 V	{ 0 }	(655+1)	[]	B	0	0
1201	Knae	O	1939	Suekuuedz	E340278-5	 	De He Lo Po 		422	Ve	F7 V M0 V	{ -3 }	(610-1)	[4197]	B	0	-6
1447	Knae	O	1939	Suekuuedz	E340000-5	 	De He Di Po 		022	Wild	F7 V M0 V	{ -3 }	(600+1)	[0000]	B	0	6
1508	Knae	O	1939	Suekuuedz	E340000-5	 	De He Di Po 		022	Wild	F7 V M0 V	{ -3 }	(600+5)	[0000]	B	0	30
1900	Knae	O	1939	Suekuuedz	D340445-5	 	De He Ni Po 		622	NaVa	F7 V M0 V	{ -3 }	(631+2)	[4167]	B	0	36

1105	Knae	C	2003	Kuenaz	E6A2463-2	 	Fl He Ni 		302	Va	M2 V	{ 0 }	(A32-1)	[]	B	0	0
1201	Knae	C	2003	Kuenaz	X6A2000-2	 	Di Fl He 		002	Va	M2 V	{ -3 }	(A00+2)	[0000]	B	0	20
1447	Knae	C	2003	Kuenaz	X6A2000-2	 	Di Fl He 		002	Wild	M2 V	{ -3 }	(A00-2)	[0000]	B	0	-20
1508	Knae	C	2003	Kuenaz	X6A2000-2	 	Di Fl He 		002	Wild	M2 V	{ -3 }	(A00+3)	[0000]	B	0	30
1900	Knae	C	2003	Kuenaz	A6A2214-8	 	Fl He Lo 		702	NaVa	M2 V	{ -1 }	(C10+5)	[113D]	B	0	60

1105	Knae	C	2005	Touodzouue	C473567-7	 	Ni 		203	Va	F7 V M0 V	{ 0 }	(A42+1)	[]	B	0	0
1201	Knae	C	2005	Touodzouue	E473568-3	 	Ni 		203	Va	F7 V M0 V	{ -3 }	(A40+2)	[5261]	B	0	80
1447	Knae	C	2005	Touodzouue	E473000-3	 	Di 		003	Wild	F7 V M0 V	{ -3 }	(A00-1)	[0000]	B	0	-10
1508	Knae	C	2005	Touodzouue	E473000-3	 	Di 		003	Wild	F7 V M0 V	{ -3 }	(A00+1)	[0000]	B	0	10
1900	Knae	C	2005	Touodzouue	D473647-4	 	Ni 		603	NaVa	F7 V M0 V	{ -3 }	(A53-2)	[5351]	B	0	-300

1105	Knae	G	2012	Knuengolats	C240502-9	 	De Ni Po 		410	Va	F7 V	{ 0 }	(943+3)	[]	B	0	0
1201	Knae	G	2012	Knuengolats	X240973-7	 	De Hi In Po 	B	510	Va	F7 V	{ 0 }	(88A+1)	[9947]	BE	0	640
1447	Knae	G	2012	Knuengolats	X2409BC-1	 	De Hi In Po 		210	Wild	F7 V	{ 0 }	(885+5)	[7934]	BE	0	1600
1508	Knae	G	2012	Knuengolats	X24099A-2	 	De Hi In Po 		110	Wild	F7 V	{ 0 }	(889-3)	[5951]	BE	0	-1728
1900	Knae	G	2012	Knuengolats	C240383-8	 	De Lo Po 		610	NaVa	F7 V	{ -2 }	(920-2)	[3158]	B	0	-36

1105	Knae	G	2014	Ruerra	C744568-5	 	Ag Ni 		216	Va	F7 V M2 V	{ 0 }	(B46-5)	[]	BC	0	0
1201	Knae	G	2014	Ruerra	E744510-4	 	Ag Ni 		216	Va	F7 V M2 V	{ -2 }	(B40+2)	[6385]	BC	0	88
1447	Knae	G	2014	Ruerra	E744000-4	 	Di 		016	Wild	F7 V M2 V	{ -3 }	(B00-3)	[0000]	B	0	-33
1508	Knae	G	2014	Ruerra	E744000-4	 	Di 		016	Wild	F7 V M2 V	{ -3 }	(B00+2)	[0000]	B	0	22
1900	Knae	G	2014	Ruerra	D744255-4	 	Lo 		316	NaVa	F7 V M2 V	{ -3 }	(B10+1)	[3131]	B	0	11

1105	Knae	G	2018	Aenga	B676468-B	 	Ni Pa 		603	Va	F3 V M6 V	{ 0 }	(935+1)	[]	Bc	0	0
1201	Knae	G	2018	Aenga	X676400-0	 	Ni Pa 	B	303	Va	F3 V M6 V	{ -3 }	(630+1)	[1143]	Bc	0	18
1447	Knae	G	2018	Aenga	X676000-0	 	Ba 		003	Wild	F3 V M6 V	{ -3 }	(600-2)	[0000]	B	0	-12
1508	Knae	G	2018	Aenga	X676000-0	 	Ba 		003	Wild	F3 V M6 V	{ -3 }	(600+1)	[0000]	B	0	6
1900	Knae	G	2018	Aenga	C676205-A	 	Lo 		703	NaVa	F3 V M6 V	{ 0 }	(910+1)	[32AD]	B	0	9

1105	Knae	O	2031	Degvog	B592263-5	 	He Lo 		704	Ve	F0 V M3 V	{ 0 }	(A10-1)	[]	B	0	0
1201	Knae	O	2031	Degvog	D592110-3	 	He Lo 	B	204	Ve	F0 V M3 V	{ -3 }	(A00+1)	[2151]	B	0	10
1447	Knae	O	2031	Degvog	D592000-3	 	Di He 		004	Wild	F0 V M3 V	{ -3 }	(A00+1)	[0000]	B	0	10
1508	Knae	O	2031	Degvog	D592000-3	 	Di He 		004	Wild	F0 V M3 V	{ -3 }	(A00+3)	[0000]	B	0	30
1900	Knae	O	2031	Degvog	A592233-7	 	He Lo 		704	NaVa	F0 V M3 V	{ -1 }	(A10+1)	[4145]	B	0	10

1105	Knae	O	2039	Dhodzueras	C337A78-B	 	Hi 		802	Ve	G1 V M2 V	{ 0 }	(C98+1)	[]	BE	0	0
1201	Knae	O	2039	Dhodzueras	X337000-B	 	Di 		002	Ve	G1 V M2 V	{ -1 }	(C00-1)	[0000]	B	0	-12
