WORLD DATA																			
																			
																			
Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	SS	W	RU
Daib	2627	Helena	A96A776-E	Ri Wa 	Cp 			{ 3 }	(96E+2)	[6A4D]	BCF		 	700	ImDi	M0 V 	L	9	1,512
Daib	2635	Caapestrii	A2008DC-C	Na Va 	Ph Pi 			{ 2 }	(A7C+5)	[BA8F]	BDe		 	300	ImDi	M3 V 	P	12	4,200
Daib	2638	Vespers	D31069B-8	Na Ni 				{ -3 }	(951-1)	[837A]	B		 	101	ImDi	M1 V M0 V 	P	6	41
Daib	2640	Horizon	C553100-A	Lo Po 				{ 0 }	(411-4)	[1115]	B		 	801	ImDi	K9 V 	P	9	2
Daib	2702	Straylight	C553449-9	Ni Po 				{ -1 }	(B32+1)	[536A]	B		 	305	ImDi	M2 V 	D	17	66
Daib	2705	Caarimii	D3007CC-8	Na Va 	Pi 			{ -2 }	(C66+1)	[A58B]	BD		 	503	ImDi	M1 V 	D	11	432
Daib	2706	Karguulam	AA97664-C	Ag Ni 			O:2708	{ 2 }	(D56+1)	[483A]	BC		 	914	ImDi	K0 V 	D	8	390
Daib	2708	Vanders	A636638-D	Ni 				{ 1 }	(855+1)	[675D]	B		 	900	ImDi	M1 V 	D	7	200
Daib	2712	Mossbar	C569359-B	Lo 				{ 0 }	(521+1)	[436C]	B		 	500	ImDi	M1 V 	H	10	10
Daib	2713	Yarfeg	C200223-B	Lo Va 				{ 0 }	(511-3)	[1228]	B		 	301	ImDi	A7 V M1 V M6 V 	H	14	4
Daib	2714	Rendroch	B638400-D	Ni 	Da 			{ 1 }	(934-3)	[1518]	B		A	203	ImDi	M3 V M5 V 	H	9	76
Daib	2716	Salla	D310557-A	Ni 				{ -1 }	(B43-1)	[545A]	B		 	104	ImDi	K0 V 	H	10	119
Daib	2718	CONDA	A5969CD-E	Hi In 	Cp 			{ 4 }	(D8G+5)	[DD9J]	BEF		 	911	ImDi	M0 V M4 V 	H	12	8,320
Daib	2720	DURGAARURKIM	B957979-C	Hi 				{ 3 }	(G8E+4)	[AC6D]	BE	N	 	614	ImDi	K2 V M0 V 	H	12	7,168
Daib	2722	Inthavixay	D553316-7	Lo Po 				{ -3 }	(521-4)	[2146]	B		 	414	ImDi	K9 V 	L	13	6
Daib	2723	Daelan	C310100-C	Lo 				{ 0 }	(611-4)	[1117]	B	S	 	803	ImDi	M1 V M3 V 	L	8	4
Daib	2729	Flamme	E546451-8	Ni 	Pa 			{ -3 }	(931-5)	[1114]	Bc		 	203	ImDi	M1 V 	L	8	14
Daib	2730	Dunklheim	C400212-B	Lo Va 				{ 0 }	(811-4)	[1217]	B		 	413	ImDi	M0 V M0 V 	L	8	5
Daib	2731	Illyricum	C766201-A	Lo Ga 				{ 0 }	(811-4)	[1216]	B		 	904	ImDi	M3 V 	P	8	5
Daib	2732	Port Hardy	C310269-B	Lo 			O:2932	{ 0 }	(711+1)	[326C]	B		 	703	ImDi	K1 V 	P	9	7
Daib	2737	Knossos	A724473-E	Ni 				{ 1 }	(734-2)	[152B]	B	N	 	810	ImDi	G3 V M6 V 	P	11	67
Daib	2803	Joi	C9858A9-8	Ri 	Pa Ph 			{ 0 }	(F78+1)	[9869]	BcCe		 	214	ImDi	K6 V	D	12	840
Daib	2806	Inferum Mare	B86A327-D	Lo Wa 				{ 1 }	(A21+1)	[345D]	B		 	223	ImDi	K9 V M7 V 	D	14	20
Daib	2815	Bander	E897524-7	Ag Ni 				{ -2 }	(742-4)	[3335]	BC		 	322	ImDi	K1 V	H	7	34
Daib	2818	Dunker	C10056A-C	Ni Va 			O:2718	{ 0 }	(B44+2)	[757E]	B		 	213	ImDi	K4 V 	H	12	352
Daib	2822	Ulie	D76A520-9	Ni Wa 	Pr 			{ -2 }	(B42-5)	[1314]	Bc		 	113	ImDi	M0 V 	L	18	44
Daib	2828	Saturna	B529302-E	Lo 				{ 1 }	(A21-3)	[141A]	B		 	914	ImDi	M3 V M1 V 	L	17	14
Daib	2829	Thetis	D200231-9	Lo Va 				{ -2 }	(511-5)	[1115]	B		 	501	ImDi	M6 III 	L	13	3
Daib	2830	Galliano	C98989B-9	Ri 	Ph 			{ 1 }	(D7A+3)	[A97B]	BCe		 	403	ImDi	K4 V M9 V M4 V 	L	8	2,730
Daib	2832	Purgatory	C300766-A	Na Va 	Pi 		O:2932	{ 1 }	(E6A+1)	[6849]	BD	S	 	314	ImDi	K2 V M4 V 	P	11	840
Daib	2833	Clusium	B63A588-E	Ni Wa 				{ 1 }	(945+1)	[565E]	B		 	702	ImDi	M1 V 	P	9	180
Daib	2837	Bemolango	B6847A7-A	Ag Ri 				{ 4 }	(D6D+4)	[7B5A]	BCf		 	604	ImDi	M3 V M6 V 	P	13	4,056
Daib	2838	Funhalouro	C310368-B	Lo 			O:2837	{ 0 }	(721+1)	[335B]	B		 	802	ImDi	M2 V 	P	12	14
Daib	2901	Manyana	E89A365-9	Lo Wa 			O:Zaru-3040	{ -2 }	(721-4)	[1137]	B		 	302	ImDi	M1 V M7 V 	D	8	8
Daib	2902	Portal	B525634-B	Ni 				{ 1 }	(855-1)	[4739]	B		 	300	ImDi	M1 V 	D	11	180
Daib	2904	Kelpie	B678500-C	Ag Ni 				{ 2 }	(946-2)	[1717]	BC		 	702	ImDi	M2 V 	D	8	173
Daib	2908	Loiaccono	D552441-7	Ni Po 				{ -3 }	(631-5)	[1113]	B		 	102	ImDi	K4 V M3 V 	D	7	9
Daib	2909	Ithapanya	E310314-9	Lo 				{ -2 }	(921-4)	[1137]	B		 	713	ImDi	M1 V M7 V 	D	7	11
Daib	2912	Luan	B100566-E	Ni Va 			O:2913	{ 1 }	(D45+1)	[464D]	B		 	124	ImDi	M0 V 	H	9	260
Daib	2913	Hograine	A542878-C	He Po 	Ph Pi 			{ 2 }	(G7C+2)	[8A5C]	BDe		 	924	ImDi	M2 V 	H	9	2,688
Daib	2915	Oravais	C546888-8		Pa Ph Pi 			{ -1 }	(A77-1)	[8758]	BcDe		 	600	ImDi	G1 V 	H	15	441
Daib	2918	Paltea	C754430-9	Ni 	Pa 			{ -1 }	(932-5)	[1314]	Bc		 	703	ImDi	K1 V 	H	13	27
Daib	2922	Dime	B65557A-B	Ag Ni Ga 				{ 2 }	(A46+4)	[777D]	BC		 	530	ImDi	M1 V 	L	10	960
Daib	2926	CRUXWAY	C89A963-C	Hi In Wa 			O:3224	{ 3 }	(F8E+1)	[6C29]	BE		 	504	ImDi	K8 V 	L	16	1,680
Daib	2928	Nirvana	C5638A9-8	Ri 	Ph 			{ 0 }	(B78+1)	[9869]	BCe		 	810	ImDi	M0 V 	L	11	616
Daib	2929	Tartarus	E422852-9	He Na Po 	Ph Pi 			{ -1 }	(B78-5)	[4715]	BDe		 	301	ImDi	M0 V 	L	11	308
Daib	2930	Perth	A300301-F	Lo Va 				{ 1 }	(B21-3)	[141B]	B		 	224	ImDi	M1 V M2 V 	L	12	15
Daib	2931	Antsalova	A9D5321-E	Lo 				{ 1 }	(821-3)	[141A]	B		 	512	ImDi	M0 V M5 V 	P	12	11
Daib	2932	Mapai	B310876-C	Na 	Ph Pi 			{ 2 }	(D7C+1)	[7A4B]	BDe		 	703	ImDi	K1 III 	P	9	1,092
Daib	2935	ORVON	C5659D9-8	Hi 	Pr 			{ 0 }	(F89+1)	[A969]	BcE		 	313	ImDi	K5 V M8 V	P	7	1,080
Daib	2936	Fraserburg	B976775-A	Ag 	Pi 			{ 3 }	(D6C+1)	[5A38]	BCD		 	404	ImDi	K4 V 	P	11	936
Daib	2937	Black Tusk	C876351-A	Lo 				{ 0 }	(821-4)	[1316]	B		 	103	ImDi	M3 V 	P	13	10
Daib	2938	Corcyra	B425200-E	Lo 				{ 1 }	(711-3)	[1319]	B		 	203	ImDi	K0 V 	P	11	5
Daib	2939	Whistler	B555767-A	Ag 			O:2837	{ 3 }	(B6C+3)	[7A5A]	BC		 	802	ImDi	K2 V M3 V 	P	11	2,376
Daib	3001	Viguilli	A869650-E	Ni Ri 				{ 2 }	(E56-2)	[1819]	BC		 	724	ImDi	M2 V 	D	9	336
Daib	3003	Ruins	C100226-C	Lo Va 				{ 0 }	(911-1)	[124B]	B		 	305	ImDi	M2 V M1 V 	D	11	8
Daib	3006	Spirit	B566243-B	Lo 				{ 1 }	(811-2)	[1328]	B		 	813	ImDi	M0 V 	D	13	6
Daib	3010	IINEN	A593989-E	Hi In 	Cp 	Libe7		{ 4 }	(F8G+5)	[AD6F]	BEF		 	813	ImDi	M1 V 	D	9	9,600
Daib	3012	Hotagen	E423594-9	Ni Po 	Da 			{ -2 }	(942-4)	[3337]	B		A	320	ImDi	M1 V M3 V 	H	14	43
Daib	3013	E'lam	B9D47A8-B					{ 2 }	(96C+2)	[795B]	B		 	300	ImDi	G4 V M3 V 	H	13	1,296
Daib	3016	Darvell	C773787-8		Pi 			{ -1 }	(F67-1)	[7658]	BD		 	115	ImDi	K6 V	H	14	567
Daib	3020	Temeraire	B585779-A	Ag Ri 		(Evantha)6 		{ 4 }	(D6D+5)	[8B6B]	BCf	N	 	204	ImDi	M1 V M4 V 	H	13	5,070
Daib	3021	New Melbourne	E557312-7	Lo 				{ -3 }	(521-5)	[1113]	B		 	914	ImDi	M3 V 	L	9	5
Daib	3024	Gcoverega	D300463-9	Ni Va 			O:3224	{ -2 }	(A31-5)	[1226]	B		 	522	ImDi	M2 V 	L	7	15
Daib	3031	Port Royal	C574765-8	Ag 	Pi 		O:3132	{ 0 }	(D68-2)	[5736]	BCD		 	504	ImDi	M0 V 	P	7	499
Daib	3033	Sutherlund	C3107A9-A	Na 	Pi 			{ 1 }	(D6A+2)	[886B]	BD		 	704	ImDi	M2 V 	P	10	1,560
Daib	3035	Haradapan	C868141-9	Lo 				{ -1 }	(311-5)	[1115]	B		 	800	ImDi	K5 V M4 V	P	8	2
Daib	3037	St. Lucia	C95A769-A	Wa 			O:2936	{ 1 }	(G6A+2)	[886B]	B		 	525	ImDi	M0 V M2 V M9 V 	P	10	1,920
Daib	3039	Whyte	D100687-9	Na Ni Va 				{ -2 }	(F52-2)	[6459]	B		 	325	ImDi	M1 V M0 V 	P	10	120
Daib	3108	Zuuragaath	C200476-B	Ni Va 				{ 0 }	(833-1)	[344A]	B		 	702	ImDi	K1 V 	D	10	65
Daib	3115	Pengith	C200313-B	Lo Va 				{ 0 }	(B21-3)	[1328]	B		 	633	ImDi	K3 V 	H	9	15
Daib	3116	Kivalo	C544635-8	Ag Ni 				{ -1 }	(B53-3)	[4536]	BC		 	812	ImDi	M2 V 	H	10	116
Daib	3121	Bobonong	A591759-D	He 	Pi 			{ 2 }	(D6D+3)	[896E]	BD		 	904	ImDi	M1 V 	L	7	3,042
Daib	3127	Chartrand	B665323-B	Lo Ga 				{ 1 }	(921-2)	[1428]	B		 	204	ImDi	K3 V M2 V 	L	9	14
Daib	3128	Karukuwisa	B100366-E	Lo Va 			O:3226	{ 1 }	(521+1)	[244D]	B		 	300	ImDi	F2 IV 	L	9	10
Daib	3129	DAWSON	D200956-B	Hi In Na Va 				{ 2 }	(F8D+1)	[8B4A]	BE		 	204	ImDi	M1 V M4 V 	L	16	1,560
Daib	3130	Maroelaboom	B100535-E	Ni Va 				{ 1 }	(B45-1)	[363C]	B	S	 	522	ImDi	M2 V 	L	12	198
Daib	3132	White Horse	A55788A-C		Pa Ph 			{ 2 }	(G7C+4)	[AA7E]	Bce		 	924	ImDi	G3 V 	P	12	5,376
Daib	3133	Swaziland	X8D58AA-3		Ph Fo 			{ -2 }	(A74+1)	[A675]			R	404	ImDi	M2 V M6 V 	P	15	280
Daib	3137	Asahikawa	E100203-B	Lo Va 				{ -1 }	(711-4)	[1128]	B		 	303	ImDi	K7 V 	P	10	4
Daib	3138	Chiba	B668247-B	Lo 				{ 1 }	(611+1)	[235B]	B		 	202	ImDi	G2 V M9 V	P	11	6
Daib	3140	Emarnshahr	B424500-E	Ni 				{ 1 }	(D45-3)	[1619]	B		 	815	ImDi	G4 V 	P	12	182
Daib	3201	Helaguuran	B00058B-E	As Ni Va 				{ 1 }	(C45+3)	[767G]	B	N	 	314	ImDi	G5 II D 	D	14	720
Daib	3203	Ziggurat	C996633-8	Ag Ni 				{ -1 }	(C53-4)	[3525]	BC		 	113	ImDi	M2 V 	D	12	108
Daib	3204	Blackcombe	A43288A-E	Na Po 	Ph 			{ 2 }	(D7D+4)	[AA7G]	Be		 	621	ImDi	K2 V 	D	13	4,732
Daib	3206	Shards	B782545-B	Ni 	Pr 			{ 1 }	(B45-1)	[3639]	Bc	S	 	404	ImDi	M0 V 	D	15	198
Daib	3208	Aduulikgaa	B310466-D	Ni 			O:3010	{ 1 }	(B34+1)	[354C]	B	N	 	614	ImDi	K2 V 	D	11	132
Daib	3210	Victorignox	C985566-9	Ag Ni 	Pr 		O:3010	{ 0 }	(C44-1)	[4548]	BcC		 	205	ImDi	G0 V 	D	8	173
Daib	3211	Thorfell	E100847-9	Na Va 	Ph Pi 			{ -1 }	(B78-1)	[8759]	BDe		 	501	ImDi	G2 V M0 V 	H	7	554
Daib	3218	Skebo	E793543-7	Ni 				{ -3 }	(741-5)	[2224]	B		 	704	ImDi	K5 V M3 V 	H	15	14
Daib	3224	Amoah	B978757-B	Ag 	Pi Pz 			{ 3 }	(C6D+3)	[7A5B]	BCD		A	903	ImDi	M3 V K6 V 	L	13	2,808
Daib	3225	805-111	D736988-7	Hi 	Fo 			{ -1 }	(B88-1)	[9857]			R	300	ImDi	M2 V 	L	9	634
Daib	3226	Rahim	A00077B-F	As Na Va 	Pi 			{ 2 }	(D6E+4)	[997H]	BD		 	704	ImDi	M2 V 	L	15	4,368
Daib	3228	Yerxa	D300555-A	Ni Va 	Da 			{ -1 }	(C43-3)	[3438]	B		A	714	ImDi	K4 V M7 V 	L	14	101
Daib	3229	ILIN	E310997-A	Hi In Na 				{ 2 }	(G8C+2)	[9B5A]	BE		 	123	ImDi	G3 III D 	L	14	3,072
Daib	3230	Whisper	C656324-9	Lo Ga 				{ -1 }	(921-3)	[1237]	B		 	404	ImDi	K3 V 	L	14	13
Daib	3234	Ayaz	D657215-7	Lo Ga 				{ -3 }	(411-5)	[1135]	B		 	523	ImDi	M1 V 	P	14	2
Daib	3235	Grunwald	C668873-8	Ri 	Pa Ph 			{ 0 }	(A78-3)	[5825]	BcCe		 	200	ImDi	M2 V 	P	4	392
Daib	3237	Ulianov	E644240-7	Lo 				{ -3 }	(411-5)	[1112]	B		 	224	ImDi	G0 V M5 V 	P	11	2
Daib	3239	TURA	C310954-D	Hi In Na 				{ 3 }	(F8F+1)	[7C3B]	BE		 	204	ImDi	A4 II M6 V 	P	10	1,800
Dark	0106	Uiwe	D100389-A	Lo Va 				{ -1 }	(A21+1)	[426B]				523	AsMw	M2 V	A	17	20
Dark	0107	Oukheayekh	C10068A-8	Na Ni Va 				{ -2 }	(852+1)	[847A]				200	AsVc	K0 V	A	9	80
Dark	0109	Oifairouw	A646215-9	Lo 				{ 0 }	(711-2)	[1237]				512	AsMw	G6 V	A	9	6
Dark	0112	Eweuas	A585745-C	Ag Ri 				{ 4 }	(D6E+2)	[5B3A]		R		104	AsVc	M1 V	E	14	2,184
Dark	0114	Ouleawos	C556348-8	Lo 				{ -2 }	(721-2)	[3158]				302	AsVc	M2 V M2 V	E	10	11
Dark	0115	Tyakhyo	D100369-A	Lo Va 			O:0112	{ -1 }	(521+1)	[426B]				200	AsVc	M1 V	E	10	10
Dark	0116	Kheawyarl	B79A36A-A	Lo Wa 			O:Iwah-3115	{ 1 }	(A21+3)	[547C]				314	AsMw	G1 V	E	10	60
Dark	0117	Hleoe	C594778-8	Ag 	Pi 			{ 0 }	(C68+1)	[7758]				603	AsSc	K2 V	E	12	576
Dark	0120	Ealyurei	E100266-7	Lo Va 			O:0220	{ -3 }	(411-4)	[1146]				602	AsSc	G6 V M5 V	E	9	2
Dark	0128	Eiyea	B8B3699-9	Fl Ni 				{ 0 }	(D54+1)	[766A]				714	AsTv	G3 V	I	13	260
Dark	0130	Ktealau	E998123-7	Lo 				{ -3 }	(311-5)	[1124]				803	AsTv	K1 V	I	14	2
Dark	0135	Aoaou	C9B6598-9	Fl Ni 				{ -1 }	(C43-1)	[5459]				323	AsMw	K0 V M8 V	M	18	130
Dark	0136	Iykye	C6B6686-9	Fl Ni 				{ -1 }	(D53-2)	[5548]				805	AsT7	F1 V	M	10	156
Dark	0140	Hkiho	E553267-7	Lo Po 			O:Iwah-3239	{ -3 }	(411-3)	[2157]				613	AsT2	F9 V M3 V	M	10	3
Dark	0201	Yeasea	E58436A-7	Lo 			O:Iwah-3202	{ -3 }	(521-1)	[5179]				902	AsSc	M1 V M7 V	A	7	9
Dark	0206	Eahaeah	E523498-7	Ni Po 				{ -3 }	(631-3)	[4157]				114	AsT7	M1 V M2 V	A	14	13
Dark	0207	Aohoikiy	A40016B-D	Lo Va 			O:0307	{ 1 }	(911+3)	[327F]		R		524	AsSc	M3 III D	A	16	27
Dark	0210	Uileawi	C66A885-A	Ri Wa 	Ph 			{ 2 }	(B7B+1)	[6A38]				901	AsVc	K4 V	A	5	847
Dark	0214	Auiyelyu	E648446-6	Ni 	Pa 			{ -3 }	(631-4)	[3145]				813	AsMw	M1 V	E	7	11
Dark	0220	AU'AIYYEE	B100973-D	Hi In Na Va 				{ 4 }	(G8G+1)	[6D2A]				123	AsSc	K2 V M4 V	E	12	2,048
Dark	0222	Syerakhir	B774875-A		Pa Ph Pi 			{ 2 }	(H7B+1)	[6A38]				225	AsSc	M2 V M9 V	I	14	1,309
Dark	0223	Fuarl	E300344-7	Lo Va 				{ -3 }	(521-5)	[1135]				933	AsVc	K4 V	I	16	5
Dark	0224	Uiaio	B777448-B	Ni 	Pa 			{ 1 }	(A34+1)	[455B]				513	AsT7	K6 IV M6 V	I	16	120
Dark	0226	Yehta	C10087B-A	Na Va 	Ph Pi 			{ 1 }	(E7A+3)	[A97C]				904	AsSc	M2 V M1 V	I	12	2,940
Dark	0227	Seilrye	C100458-8	Ni Va 				{ -2 }	(931-2)	[4258]				503	AsMw	M0 V	I	15	22
Dark	0233	Aoliyyaea	D654733-6	Ag 				{ -1 }	(966-4)	[4623]				901	AsVc	G2 V	M	11	194
Dark	0239	Khiyu	A310697-B	Na Ni 				{ 1 }	(C55+1)	[675B]				404	AsT5	M3 V M9 V	M	12	300
Dark	0301	Hfautekaoao	C563269-9	Lo 			O:Iwah-3202	{ -1 }	(711+1)	[316A]				103	AsSc	K4 V	A	10	7
Dark	0305	Aiaokheh	C434445-9	Ni 				{ -1 }	(832-3)	[2337]				802	AsTv	K3 V	A	6	34
Dark	0307	EARLE	C532A79-9	Hi Na Po 				{ 1 }	(G9B+2)	[BB6A]				313	AsSc	G0 V M8 V	A	12	3,168
Dark	0311	Ayeiyfua	E100643-8	Na Ni Va 				{ -3 }	(B51-5)	[3325]				903	AsWc	G0 V M6 V	E	13	28
Dark	0314	Kikeasa	C40015A-7	Lo Va 				{ -2 }	(311+1)	[3179]				611	AsT4	M1 V	E	10	3
Dark	0315	Etlaorla	CAC5166-A	Fl Lo 			O:0112	{ 0 }	(511-1)	[1149]				902	AsVc	K4 V M9 V	E	12	5
Dark	0316	Oyuyes	D799336-7	Lo 				{ -3 }	(521-4)	[2146]				400	AsTv	M2 V M2 V	E	6	6
Dark	0317	Ealalrye	B410434-C	Ni 				{ 1 }	(834-1)	[253A]				302	AsVc	M1 V M3 V	E	7	86
Dark	0319	Hfayulealr	C556754-9	Ag 				{ 1 }	(H6A-1)	[5837]				235	AsTv	M2 V M2 V M3 V	E	13	918
Dark	0321	Iyoiy	A6A3479-B	Fl Ni 				{ 1 }	(934+2)	[556C]				203	AsSc	M9 II M9 V	I	13	216
Dark	0327	KTAOL	B8C5977-D	Fl Hi In 				{ 4 }	(H8G+4)	[9D5D]				115	AsSc	M2 V	I	11	8,704
Dark	0328	Ruiloih	B100123-A	Lo Va 				{ 1 }	(711-2)	[1227]				622	AsMw	G3 V	I	7	6
Dark	0329	Wuhliaweh	B623389-C	Lo Po 				{ 1 }	(621+2)	[446D]				110	AsWc	M1 V	I	4	24
Dark	0330	YE'AEAOAFOKH	D400A85-C	Hi In Na Va 				{ 2 }	(F9D+1)	[8C3A]				203	AsMw	M1 V M1 V	I	14	1,755
Dark	0334	Aotui'asiyr	B300775-C	Na Va 	Pi 			{ 2 }	(F6C+1)	[593A]				224	AsSc	M3 V	M	13	1,080
Dark	0335	Wiykhearl	E100646-7	Na Ni Va 				{ -3 }	(851-4)	[5346]				900	AsWc	G3 V	M	4	24
Dark	0336	Eaoer	B200369-C	Lo Va 			O:0436	{ 1 }	(621+2)	[446D]				301	AsMw	M1 V M2 V	M	6	24
Dark	0337	Iywaiwofu	A654349-C	Lo 				{ 1 }	(821+2)	[446D]		R		603	AsWc	K9 IV	M	11	32
Dark	0338	Wuarloikh	B554522-B	Ag Ni 				{ 2 }	(A46-2)	[1717]				903	AsVc	K1 V	M	9	192
Dark	0339	Ioa	C300657-8	Na Ni Va 				{ -2 }	(C52-2)	[6458]				504	AsT8	K2 V	M	14	96
Dark	0402	Eakhtya'i	D427755-9		Pi 			{ -1 }	(D68-3)	[5637]				122	AsMw	M1 V	A	13	437
Dark	0407	Sowhkeiy	E300886-8	Na Va 	Ph Pi 			{ -2 }	(G76-3)	[7647]				724	AsMw	K1 V M3 V	A	14	470
Dark	0408	Haiaokoa	C400746-A	Na Va 	Pi 			{ 1 }	(96A+1)	[6849]				800	AsWc	M1 V M9 V	A	10	540
Dark	0411	Htaheatelr	C200168-A	Lo Va 			O:0612	{ 0 }	(911+1)	[115A]				924	AsTv	M3 V M6 V	E	18	9
Dark	0416	Ftyuealoi	AAD5546-E	Ni 				{ 1 }	(A45+1)	[464D]				903	AsWc	G3 V M7 V	E	7	200
Dark	0421	Atayekhe	B54616A-9	Lo 			O:0220	{ 0 }	(411+2)	[317B]				710	AsSc	M0 V	I	10	8
Dark	0423	Yokiyheir	C310786-A	Na 	Pi 			{ 1 }	(B6A+1)	[6849]				802	AsWc	M2 V	I	14	660
Dark	0425	Khaiai	C556269-7	Lo 			O:0327	{ -2 }	(411-1)	[3168]				620	AsSc	K7 V M4 V	I	11	4
Dark	0427	Teaiyre	B423448-D	Ni Po 				{ 1 }	(B34+1)	[455D]		R		505	AsMw	G8 III	I	13	132
Dark	0428	Eftaeikui	D310897-8	Na 	Ph Pi 			{ -2 }	(F76-2)	[8658]				414	AsVc	M3 V	I	10	504
Dark	0429	Hlyeri	C000576-9	As Ni Va 				{ -1 }	(C43-2)	[4448]				914	AsSc	M3 III	I	11	115
Dark	0432	Iytaow	C432447-9	Ni Po 				{ -1 }	(732-1)	[4359]				510	AsMw	M1 V	M	14	38
Dark	0435	Eoyaea	B310479-C	Ni 				{ 1 }	(B34+2)	[556D]				114	AsSc	K1 V	M	9	264
Dark	0436	Afteariw	B546756-B	Ag 	Pi 			{ 3 }	(96D+2)	[6A4A]				400	AsMw	G8 V M2 V	M	7	1,404
Dark	0437	Traihoa	B98A434-C	Ni Wa 				{ 1 }	(B34-1)	[253A]		R		414	AsTv	M2 V	M	14	119
Dark	0439	Woira	D668789-6	Ag Ri 				{ 0 }	(967+1)	[8767]				224	AsWc	K0 V	M	16	378
Dark	0440	Ihkealresiy	A310733-D	Na 	Pi 			{ 2 }	(C6D-1)	[492A]				312	AsWc	G1 V	M	12	842
Dark	0501	Ularin	E859166-6	Lo 		Asla7 Huma2	O:0503	{ -3 }	(311-4)	[1145]				623	UnHa	G6 V	A	13	2
Dark	0502	Limenas	B685202-B	Lo Ga 		Huma5 Asla4		{ 1 }	(711-3)	[1317]				903	UnHa	M3 V	A	9	5
Dark	0503	Usun	B10086B-C	Na Va 	Ph Pi 	Asla8 Ulan1 Huma0	Mr	{ 3 }	(B7D+5)	[AB7E]		KM		701	UnHa	K6 V	A	5	5,005
Dark	0507	Oekhaihikh	B575447-B	Ni 	Pa 			{ 1 }	(C34+1)	[455B]				224	AsWc	M2 V	A	12	144
Dark	0510	Iyoao	D99A38A-8	Lo Wa 				{ -3 }	(621-1)	[517A]				901	AsTv	K1 V	A	7	11
Dark	0514	Akhiytle	C675444-9	Ni 	Pa 			{ -1 }	(B32-3)	[2337]				914	AsTv	M3 V G6 V	E	12	46
Dark	0519	Hkyewao	B200585-B	Ni Va 				{ 1 }	(C45-1)	[3639]				123	AsVc	M1 V M9 V	E	18	216
Dark	0520	Sowei	A777547-B	Ag Ni 				{ 2 }	(B46+2)	[575B]				113	AsTv	G3 V M3 V	E	8	528
Dark	0523	Hoireh	E100789-8	Na Va 	Pi 			{ -2 }	(C66-1)	[8569]				221	AsWc	M1 V M4 V M7 V	I	13	389
Dark	0524	Heiaieai'	C200886-A	Na Va 	Ph Pi 			{ 1 }	(C7A+1)	[7949]				502	AsTv	G9 IV M8 V	I	8	840
Dark	0527	Kteaesyah	E547888-6		Pa Ph Pi 			{ -2 }	(A75-2)	[8656]				101	AsTv	K8 II M8 V	I	11	280
Dark	0530	Uahke	C553346-9	Lo Po 				{ -1 }	(B21-2)	[2248]				724	AsWc	K7 V	I	15	18
Dark	0533	Hkahr	D555626-6	Ag Ni 				{ -2 }	(852-3)	[5445]				512	AsT3	K0 V	M	10	56
Dark	0536	Eohe	B776686-A	Ag Ni 				{ 2 }	(956+1)	[5849]				310	AsT8	M0 V	M	9	270
Dark	0537	Hyeirih	C569787-9	Ri 				{ 1 }	(A6A+1)	[7859]				510	AsVc	K9 IV	M	6	600
Dark	0601	Amar	A797232-9	Lo 		Huma9		{ 1 }	(611-3)	[1315]		KM		302	UnHa	M0 V	A	10	4
Dark	0603	Ul	A682698-A	Ni Ri 	Cx	(Ulane)7 Asla1 Huma0		{ 3 }	(D57+3)	[695A]		KM		414	UnHa	G3 V	A	11	1,365
Dark	0605	Sanis	C545448-8	Ni 	Pa Da 	Huma6 Asla2		{ -2 }	(931-2)	[4258]			A	103	UnHa	G3 V M4 V	A	11	22
Dark	0607	Ahuawiyoi	E8C4544-9	Fl Ni 				{ -2 }	(A42-4)	[3337]				521	AsT8	M2 V	A	10	48
Dark	0609	Tahetio	D8A3897-8	Fl 	Ph 			{ -2 }	(F76-2)	[8658]				414	AsTv	M6 III K9 V	A	13	504
Dark	0612	Htiyhoai	B636797-B					{ 2 }	(G6C+2)	[795B]				334	AsTv	M2 V M4 V M2 V	E	15	2,304
Dark	0613	Hirliyse	B564447-B	Ni 	Pa 			{ 1 }	(A34+1)	[455B]				713	AsVc	F5 V M7 V	E	12	120
Dark	0614	Ktarua	C563646-8	Ni Ri 				{ -1 }	(C53-2)	[5547]				813	AsTv	M3 V M7 V	E	11	144
Dark	0615	Leftearl	B200587-D	Ni Va 				{ 1 }	(B45+1)	[565D]				122	AsMw	A3 V	E	9	220
Dark	0619	Hwiysa	E546387-7	Lo 				{ -3 }	(521-3)	[3157]				305	AsMw	G3 V	E	13	7
Dark	0622	Akhatoea	E300557-7	Ni Va 				{ -3 }	(741-3)	[5257]				503	AsMw	G0 V M5 V	I	13	20
Dark	0627	Ao'iyauira	A998547-D	Ag Ni 				{ 2 }	(946+2)	[575D]				102	AsTv	M2 V	I	8	432
Dark	0628	Khteau	C9A4435-A	Fl Ni 				{ 0 }	(733-2)	[2438]				310	AsWc	G3 IV	I	6	50
Dark	0629	Ihkeh	E310673-7	Na Ni 				{ -3 }	(851-5)	[3324]				713	AsSc	M2 V M7 V	I	8	20
Dark	0630	Stofakhail	D20025A-7	Lo Va 				{ -3 }	(411-1)	[4179]				901	AsTv	M2 V M6 V	I	5	4
