	Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	s	SS	W	RU	Tech-Mod	St	S	A	H	P	G	L	T	P	B	G	St		Ag 	As 	Ba 	De 	Fl 	He 	Hi 	Ic 	In 	Lo 	Na 	Ni 	Oc 	Po 	Ga 	Ri 	Va 	Wa 	Pa 	Pi 	Pr 	Ph 	An 	Cp		Di 	Fo 	Pz 	Da 	B	c	C	D	e	E	f	F	G	Location	Scout ID	Stars	M1000 Names	M0 Names	Rule of Man Names	Ziru Sirka	Res	Lab	Inf	i	Eff	e	Importance	Homogeneity	Acceptance	Strangeness	Symbols	Population	Human?	Alien?	 Human 	 Non-Human 	Human Minor	Important	Noble				x	y
Milieu 0	Corr	1408	Weyland	C435000-6		Di 			{ -2 }	(601+1)	[2028]				702	ImDv	M3 V	1	P	5	0	7	3	4	3	5	0	0	0	6	7	0	2	C	1																										Di 				B									Corr 3239	435-	M3 V	Weyland	Weyland	Kukikish	Kuukikishish	6	0	1	1	+1	1	-2	2	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-2						
Milieu 0	Corr	1409	Enrick Down	D542000-7	He Po 	Di 			{ -3 }	(601-5)	[1028]				610	ImDv	F7 V M1 V	2	P	12	0	3	4	5	4	2	0	0	0	7	6	1	0	D	1						He 								Po 												Di 				B									Corr 3239	542-	F7 V M1 V	Enrick Down	Enrick Down	Amakumingag	Makumingag	6	0	1	1	-5	-5	-3	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-3						
Milieu 0	Corr	1413	Shargishu	000000-8	As Va 	Di 			{ -3 }	(601-3)	[4028]				723	ImDv	F7 II	1	P	9	0	3	14	0	0	0	0	0	0	8	7	2	3		1		As 															Va 									Di 				B									Corr 3239	000-	F7 II	Shargishu	Shargishu	Hagikamur	Shagikamur	6	0	1	1	-3	-3	-3	4	0	2	8	 7.00 	 0.90 	0	 6 	 1 	0	-3						
Milieu 0	Corr	1414	Specti	F773000-A		Di 			{ -1 }	(701-5)	[1028]				522	ImDv	F1 V	1	P	8	0	2	6	7	7	3	0	0	0	10	5	2	2	F	1																										Di 				B									Corr 3239	773-	F1 V	Specti	Specti	Kashipa	Ukhashipa	7	0	1	1	-5	-5	-1	1	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Corr	1415	Dianah	D564000-A		Di 			{ -1 }	(A05-3)	[1028]				021	ImDv	K8 V	1	P	9	0	4	4	5	6	4	0	0	0	10	0	2	1	D	1																										Di 				B									Corr 3239	564-	K8 V	Dianah	Dianah	Kashshadk	Khashshadkuugu	A	0	5	5	-3	-3	-1	1	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-1						
Milieu 0	Corr	1430	Faplion	D525000-7		Di 			{ -3 }	(501-5)	[1028]				210	ImDv	F7 V M3 V	2	P	11	0	4	4	5	2	5	0	0	0	7	2	1	0	D	1																										Di 				B									Corr 3239	525-	F7 V M3 V	Faplion	Faplion	Dssirkh	Dassirkhaagi	5	0	1	1	-5	-5	-3	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-3						
Milieu 0	Corr	1506	Ea'Tiva	C686000-8	Ga 	Di 			{ -2 }	(401-4)	[1028]				801	ImDv	K1 V M9 V	2	P	5	0	5	3	6	8	6	0	0	0	8	8	0	1	C	1															Ga 											Di 				B									Corr 3239	686-	K1 V M9 V	Ea'tiva	Ea'Tiva	Aurgagkam	Manshurgagkam	4	0	1	1	-4	-4	-2	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-2						
Milieu 0	Corr	1511	Tainbee	B757000-9	Ga 	Di 			{ 0 }	(A04+1)	[3028]				404	ImDv	K0 V	1	P	14	0	7	2	7	5	7	0	0	0	9	4	0	4	B	1															Ga 											Di 				B									Corr 3239	757-	K0 V	Tainbee	Tainbee	Dsirma	Dasirmanluk	A	0	4	4	+1	1	+0	3	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	0						
Milieu 0	Corr	1513	Angi	E541000-A	He Po 	Di 			{ -1 }	(801-5)	[2028]				201	ImDv	M0 V	1	P	7	0	0	5	5	4	1	0	0	0	10	2	0	1	E	1						He 								Po 												Di 				B									Corr 3239	541-	M0 V	Angi	Angi	Ashamk	Amshamkudi	8	0	1	1	-5	-5	-1	2	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-1						
Milieu 0	Corr	1514	Ginning	B631000-7	Po 	Di 			{ -1 }	(C05+5)	[A028]				023	ImDv	G2 V	1	P	10	0	8	2	6	3	1	0	0	0	7	0	2	3	B	1														Po 												Di 				B									Corr 3239	631-	G2 V	Ginning	Ginning	Ahurli	Akhurliili	C	0	5	5	+5	5	-1	A	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-1						
Milieu 0	Corr	1515	Amwaz	C592000-A	He 	Di 			{ 0 }	(601-2)	[1028]				010	ImDv	M1 V	1	P	13	0	5	3	5	9	2	0	0	0	10	0	1	0	C	1						He 																				Di 				B									Corr 3239	592-	M1 V	Amwaz	Amwaz	Kndiimi	Kandiimina	6	0	1	1	-2	-2	+0	1	0	2	8	 -   	 0.10 	0	 -   	 -   	0	0						
Milieu 0	Corr	1605	Darkmoon	E78A000-9	Wa 	Di 			{ -2 }	(802+1)	[8028]				412	ImDv	G1 V	1	P	8	0	2	5	7	8	10	0	0	0	9	4	1	2	E	1																		Wa 								Di 				B									Corr 3239	78A-	G1 V	Darkmoon	Darkmoon	Agirmishiim	Agirmishiim	8	0	2	2	+1	1	-2	8	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-2						
Milieu 0	Corr	1606	Kacxhun	F427000-7		Di 			{ -3 }	(601-4)	[3028]				714	ImDv	G1 V G2 V	2	P	11	0	4	6	4	2	7	0	0	0	7	7	1	4	F	1																										Di 				B									Corr 3239	427-	G1 V G2 V	Kacxhun	Kacxhun	Agamkhash	Gamkhash	6	0	1	1	-4	-4	-3	3	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-3						
Milieu 0	Corr	1607	Whikee	D423000-9	Po 	Di 			{ -2 }	(903+1)	[7028]				801	ImDv	M2 V K4 V	2	P	13	0	4	4	4	2	3	0	0	0	9	8	0	1	D	1														Po 												Di 				B									Corr 3239	423-	M2 V K4 V	Whikee	Whikee	Urkhags	Uurkhagshikhii	9	0	3	3	+1	1	-2	7	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-2						
Milieu 0	Corr	1609	Dodardudos	D583000-7		Di 			{ -3 }	(702-2)	[5028]				803	ImDv	M2 V	1	P	9	0	3	4	5	8	3	0	0	0	7	8	0	3	D	1																										Di 				B									Corr 3239	583-	M2 V	Dodardudos	Dodardudos	Akharduu	Dapkharduu	7	0	2	2	-2	-2	-3	5	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-3						
Milieu 0	Corr	1611	Brariun	C629000-6		Di 			{ -2 }	(703-2)	[2028]				301	ImDv	M1 V G6 V	2	P	14	0	7	3	6	2	9	0	0	0	6	3	0	1	C	1																										Di 				B									Corr 3239	629-	M1 V G6 V	Brariun	Brariun	Hekdirum	Shikekdirum	7	0	3	3	-2	-2	-2	2	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-2						
Milieu 0	Corr	1711	Sent'Ere	D400000-A	Va 	Di 			{ -1 }	(501-2)	[1028]				210	ImDv	M2 V	1	P	5	0	5	4	4	0	0	0	0	0	10	2	1	0	D	1																	Va 									Di 				B									Corr 3239	400-	M2 V	Sent'ere	Sent'Ere	Kukharlashli	Ukharlashli	5	0	1	1	-2	-2	-1	1	0	2	8	 2.00 	 0.90 	0	 2 	 0 	0	-1						
Milieu 0	Corr	1712	Setii Goek	F436000-A		Di 			{ -1 }	(901+1)	[A028]				710	ImDv	K0 V M2 V	2	P	11	0	2	6	4	3	6	0	0	0	10	7	1	0	F	1																										Di 				B									Corr 3239	436-	K0 V M2 V	Setii Goek	Setii Goek	Dlaar	Delaarki	9	0	1	1	+1	1	-1	A	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-1						
Milieu 0	Corr	1713	Kysar Ii	B310000-A		Di 			{ 1 }	(501-2)	[1028]				320	ImDv	K3 V M2 V	2	P	11	0	9	2	3	1	0	0	0	0	10	3	2	0	B	1																										Di 				B									Corr 3239	310-	K3 V M2 V	Kysar II	Kysar Ii	Kkirgi	Kikirgigad	5	0	1	1	-2	-2	+1	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	1						
Milieu 0	Corr	1808	Pruughoe	D9C7000-A	Fl 	Di 			{ -1 }	(903+3)	[A028]				401	ImDv	M2 V	1	P	7	0	3	4	9	12	7	0	0	0	10	4	0	1	D	1					Fl 																					Di 				B									Corr 3239	9C7-	M2 V	Pruughoe	Pruughoe	Mnlarg	Minlarguun	9	0	3	3	+3	3	-1	A	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-1						
Milieu 0	Corr	1810	Aking	D200000-9	Va 	Di 			{ -2 }	(804-2)	[3028]				101	ImDv	M4 V	1	P	12	0	5	4	2	0	0	0	0	0	9	1	0	1	D	1																	Va 									Di 				B									Corr 3239	200-	M4 V	Aking	Aking	Mudiisin	Amgudiisin	8	0	4	4	-2	-2	-2	3	0	2	8	 1.00 	 0.90 	0	 1 	 0 	0	-2						
Milieu 0	Corr	1811	Hishumaki	C545000-A		Di 			{ 0 }	(806-2)	[1028]				310	ImDv	K5 V M9 V	2	P	13	0	5	3	5	4	5	0	0	0	10	3	1	0	C	1																										Di 				B									Corr 3239	545-	K5 V M9 V	Hishumaki	Hishumaki	Kerkhurpi	Kherkhurpimkhiish	8	0	6	6	-2	-2	+0	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	0						
Milieu 0	Corr	1840	Kikasad	D76A000-5	Wa 	Di 			{ -3 }	(601-4)	[2028]				721	ImDv	G1 V M3 V	2	P	8	0	5	4	7	6	10	0	0	0	5	7	2	1	D	1																		Wa 								Di 				B									Corr 3239	76A-	G1 V M3 V	Kikasad	Kikasad	Imiiki	Miiki	6	0	1	1	-4	-4	-3	2	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-3						
Milieu 0	Corr	1905	Tahspeck	BA9A000-5	Oc 	Di 			{ -1 }	(C05-3)	[2028]				004	ImDv	M2 V	1	P	14	0	9	2	10	9	10	0	0	0	5	0	0	4	B	1													Oc 													Di 				B									Corr 3239	A9A-	M2 V	Tahspeck	Tahspeck	Akhidak	Askhidakash	C	0	5	5	-3	-3	-1	2	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-1						
Milieu 0	Corr	1906	Mok-Retinae	D556000-8		Di 			{ -3 }	(601-5)	[1028]				303	ImDv	M3 V	1	P	9	0	3	4	5	5	6	0	0	0	8	3	0	3	D	1																										Di 				B									Corr 3239	556-	M3 V	Mok-Retinae	Mok-Retinae	Mgardug	Magardugun	6	0	1	1	-5	-5	-3	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-3						
Milieu 0	Corr	1908	Vapour	B560000-7	De 	Di 			{ -1 }	(C04+2)	[5028]				724	ImDv	G0 V	1	P	9	0	8	2	5	6	0	0	0	0	7	7	2	4	B	1				De 																						Di 				B									Corr 3239	560-	G0 V	Terragesh	Vapour	Kaakirgaami	Kaakirgaami	C	0	4	4	+2	2	-1	5	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-1						
Milieu 0	Corr	1912	Treedisk	E420000-A	De He Po 	Di 			{ -1 }	(601-5)	[1028]				201	ImDv	M1 V M3 V	2	P	10	0	3	5	4	2	0	0	0	0	10	2	0	1	E	1				De 		He 								Po 												Di 				B									Corr 3239	420-	M1 V M3 V	Treedisk	Treedisk	Lrardaa	Larardaaga	6	0	1	1	-5	-5	-1	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	1	-1						
Milieu 0	Corr	1913	Knofodu	E8B4000-B	Fl 	Di 			{ -1 }	(A01-5)	[4028]				020	ImDv	M1 V	1	P	11	0	1	5	8	11	4	0	0	0	11	0	2	0	E	1					Fl 																					Di 				B									Corr 3239	8B4-	M1 V	Knofodu	Knofodu	Garge	Garge	A	0	1	1	-5	-5	-1	4	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-1						
Milieu 0	Corr	2006	Ackang	F9B4000-B	Fl 	Di 			{ -1 }	(C01-5)	[1028]				322	ImDv	F6 V K6 V	2	P	10	0	1	6	9	11	4	0	0	0	11	3	2	2	F	1					Fl 																					Di 				B									Corr 3239	9B4-	F6 V K6 V	Ackang	Ackang	Iigakha	Zigakha	C	0	1	1	-5	-5	-1	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-1						
Milieu 0	Corr	2009	Doyaterfit	E543000-9	Po 	Di 			{ -2 }	(301-5)	[1028]				601	ImDv	G1 V M0 V	2	P	15	0	2	5	5	4	3	0	0	0	9	6	0	1	E	1														Po 												Di 				B									Corr 3239	543-	G1 V M0 V	Doyaterfit	Doyaterfit	Kkhukirga	Akhukirga	3	0	1	1	-5	-5	-2	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Corr	2010	Desolation	D570000-A	De He 	Di 			{ -1 }	(501-5)	[1028]				501	ImDv	F7 V K8 V	2	P	12	0	3	4	5	7	0	0	0	0	10	5	0	1	D	1				De 		He 																				Di 				B									Corr 3239	570-	F7 V K8 V	Desolation	Desolation	Nakhenku	Nakhenku	5	0	1	1	-5	-5	-1	1	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Corr	2012	Sorrock	D300000-9	Va 	Di 			{ -2 }	(904+4)	[9028]				220	ImDv	G1 V	1	P	11	0	5	4	3	0	0	0	0	0	9	2	2	0	D	1																	Va 									Di 				B									Corr 3239	300-	G1 V	Sorrock	Sorrock	Dekhuunimen	Dekhuunimen	9	0	4	4	+4	4	-2	9	0	2	8	 2.00 	 0.90 	0	 2 	 0 	0	-2						
Milieu 0	Corr	2037	Riyten	E692000-A	He 	Di 			{ -1 }	(501-5)	[1028]				424	ImDv	M2 V	1	P	13	0	1	5	6	9	2	0	0	0	10	4	2	4	E	1						He 																				Di 				B									Corr 3239	692-	M2 V	Riyten	Riyten	Ggiigidush	Ugiigidush	5	0	1	1	-5	-5	-1	1	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-1						
Milieu 0	Corr	2039	Ression	C400000-8	Va 	Di 			{ -2 }	(801-3)	[1028]				823	ImDv	K4 V	1	P	13	0	8	3	4	0	0	0	0	0	8	8	2	3	C	1																	Va 									Di 				B									Corr 3239	400-	K4 V	Ression	Ression	Mlukha	Malukhaam	8	0	1	1	-3	-3	-2	1	0	2	8	 8.00 	 0.90 	0	 7 	 1 	0	-2						
Milieu 0	Corr	2040	Nuplae	C64A000-A	Wa 	Di 			{ 0 }	(601+1)	[1028]				802	ImDv	M0 V	1	P	12	0	7	3	6	4	10	0	0	0	10	8	0	2	C	1																		Wa 								Di 				B									Corr 3239	64A-	M0 V	Nuplae	Nuplae	Aibrodai	Giidii	6	0	1	1	+1	1	+0	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	0						
Milieu 0	Corr	2106	Mershelilam	C9D8000-8		Di 			{ -2 }	(A04+2)	[8028]				820	ImDv	M0 V	1	P	6	0	5	3	9	13	8	0	0	0	8	8	2	0	C	1																										Di 				B									Corr 3239	9D8-	M0 V	Mee	Mershelilam	Eshelilam	Mershelilam	A	0	4	4	+2	2	-2	8	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-2						
Milieu 0	Corr	2108	Sumeszu	B100000-9	Va 	Di 			{ 0 }	(601+3)	[5028]				310	ImLc	M0 V	1	P	12	0	10	2	1	0	0	0	0	0	9	3	1	0	B	1																	Va 									Di 				B									Corr 3239	100-	M0 V	Sumeszu	Sumeszu	Mmkhark	Mamkharkhikhar	6	0	1	1	+3	3	+0	5	0	2	8	 3.00 	 0.90 	0	 3 	 0 	0	0						
Milieu 0	Corr	2109	Tant	B573000-6		Di 			{ -1 }	(703-4)	[1028]				001	ImDv	M1 V	1	P	7	0	7	2	5	7	3	0	0	0	6	0	0	1	B	1																										Di 				B									Corr 3239	573-	M1 V	Glenn	Tant	Uuushlu	Guushlu	7	0	3	3	-4	-4	-1	1	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-1						
Milieu 0	Corr	2111	Brytsee	B79A000-6	Wa 	Di 			{ -1 }	(801+1)	[2028]				404	ImDv	M1 V	1	P	11	0	9	2	7	9	10	0	0	0	6	4	0	4	B	1																		Wa 								Di 				B									Corr 3239	79A-	M1 V	Brytsee	Brytsee	Uirkakig	Kuurpiirkakig	8	0	1	1	+1	1	-1	2	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-1						
Milieu 0	Corr	2135	Viewday	D673000-7		Di 			{ -3 }	(501-4)	[1028]				101	ImLc	K5 V M7 V	2	P	15	0	3	4	6	7	3	0	0	0	7	1	0	1	D	1																										Di 				B									Corr 3239	673-	K5 V M7 V	Viewday	Viewday	Kagumki	Kaagumkiide	5	0	1	1	-4	-4	-3	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-3						
Milieu 0	Corr	2136	Tatsnank Defu	C561000-8		Di 			{ -2 }	(901+1)	[3028]				522	ImDv	M2 V K6 V	2	P	7	0	5	3	5	6	1	0	0	0	8	5	2	2	C	1																										Di 				B									Corr 3239	561-	M2 V K6 V	Tatsnank Defu	Tatsnank Defu	Aashni	Akashnikhar	9	0	1	1	+1	1	-2	3	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Corr	2137	Uughrae	B766000-A	Ga 	Di 			{ 1 }	(601+1)	[3028]				810	ImDv	K5 V M1 V	2	P	14	0	7	2	7	6	6	0	0	0	10	8	1	0	B	1															Ga 											Di 				B									Corr 3239	766-	K5 V M1 V	Uughrae	Uughrae	Gilaash	Giilaashshu	6	0	1	1	+1	1	+1	3	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	1						
Milieu 0	Corr	2140	Atudew	D595000-9		Di 			{ -2 }	(601-5)	[1028]				420	ImDv	M1 V	1	P	11	0	3	4	5	9	5	0	0	0	9	4	2	0	D	1																										Di 				B									Corr 3239	595-	M1 V	Atudew	Atudew	Gddanpi	Guddanpipir	6	0	1	1	-5	-5	-2	1	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-2						
Milieu 0	Corr	2205	Kiiguuroesa	200000-7	Va 	Di 			{ -3 }	(601-4)	[3028]				101	ImDv	M7 V	1	P	9	0	4	14	2	0	0	0	0	0	7	1	0	1		1																	Va 									Di 				B									Corr 3239	200-	M7 V	Kiiguuroesa	Kiiguuroesa	Amish	Amish	6	0	1	1	-4	-4	-3	3	0	2	8	 1.00 	 0.90 	0	 1 	 0 	0	-3						
Milieu 0	Corr	2206	Radical	D559000-9		Di 			{ -2 }	(803-5)	[1028]				410	ImLc	F5 V G9 V	2	P	8	0	4	4	5	5	9	0	0	0	9	4	1	0	D	1																										Di 				B									Corr 3239	559-	F5 V G9 V	Radical	Radical	Aakhuga	Kanakhuga	8	0	3	3	-5	-5	-2	1	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-2						
Milieu 0	Corr	2208	Starting	D430000-8	De Po 	Di 			{ -3 }	(B03-2)	[2028]				823	ImLc	F3 V	1	P	14	0	6	4	4	3	0	0	0	0	8	8	2	3	D	1				De 										Po 												Di 				B									Corr 3239	430-	F3 V	Starting	Starting	Iikhamkakhuur	Kiikhamkakhuur	B	0	3	3	-2	-2	-3	2	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-3						
Milieu 0	Corr	2209	Igudi	E586000-6		Di 			{ -3 }	(803-4)	[3028]				714	ImLc	K0 V	1	P	10	0	0	5	5	8	6	0	0	0	6	7	1	4	E	1																										Di 				B									Corr 3239	586-	K0 V	Igudi	Igudi	Kkukur	Ikukur	8	0	3	3	-4	-4	-3	3	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-3						
Milieu 0	Corr	2212	Sepstar	C568000-8		Di 			{ -2 }	(805-2)	[1028]				120	ImLc	M1 V	1	P	9	0	6	3	5	6	8	0	0	0	8	1	2	0	C	1																										Di 				B									Corr 3239	568-	M1 V	Sepstar	Sepstar	Ierda	Iserdazip	8	0	5	5	-2	-2	-2	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-2						
Milieu 0	Corr	2234	Kifrusis	B568000-A		Di 			{ 1 }	(701-1)	[1028]				312	ImDv	K6 V	1	P	13	0	7	2	5	6	8	0	0	0	10	3	1	2	B	1																										Di 				B									Corr 3239	568-	K6 V	Kifrusis	Kifrusis	Adshu	Adshu	7	0	1	1	-1	-1	+1	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	1						
Milieu 0	Corr	2235	Seplus	D797000-A		Di 			{ -1 }	(B03-1)	[6028]				812	ImDv	M0 V	1	P	9	0	2	4	7	9	7	0	0	0	10	8	1	2	D	1																										Di 				B									Corr 3239	797-	M0 V	Seplus	Seplus	Alan	Dakumalan	B	0	3	3	-1	-1	-1	6	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-1						
Milieu 0	Corr	2238	Tucker	E879000-A		Di 			{ -1 }	(801-3)	[6028]				022	ImDv	K3 V	1	P	11	0	1	5	8	7	9	0	0	0	10	0	2	2	E	1																										Di 				B									Corr 3239	879-	K3 V	Tucker	Tucker	Ashashur	Amshashurkiir	8	0	1	1	-3	-3	-1	6	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-1						
Milieu 0	Corr	2239	Ecktars Eckto	D589000-A		Di 			{ -1 }	(901-4)	[1028]				422	ImLc	G1 V	1	P	11	0	4	4	5	8	9	0	0	0	10	4	2	2	D	1																										Di 				B									Corr 3239	589-	G1 V	Ecktars Eckto	Ecktars Eckto	Agishkulaa	Margishkulaa	9	0	1	1	-4	-4	-1	1	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-1						
Milieu 0	Corr	2306	Yull-Jettii	C86A000-8	Wa 	Di 			{ -2 }	(801-3)	[1028]				323	ImLc	G2 V M9 V	2	P	14	0	8	3	8	6	10	0	0	0	8	3	2	3	C	1																		Wa 								Di 				B									Corr 3239	86A-	G2 V M9 V	Yull-jettii	Yull-Jettii	Ahursug	Akhursugmam	8	0	1	1	-3	-3	-2	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-2						
Milieu 0	Corr	2307	Trickster	D420000-A	De He Po 	Di 			{ -1 }	(D04-2)	[3028]				724	ImLc	G2 V	1	P	9	0	6	4	4	2	0	0	0	0	10	7	2	4	D	1				De 		He 								Po 												Di 				B									Corr 3239	420-	G2 V	Trickster	Trickster	Sesirkigim	Esirkigim	D	0	4	4	-2	-2	-1	3	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-1						
Milieu 0	Corr	2311	Hendrick	D420000-8	De He Po 	Di 			{ -3 }	(A01-5)	[1028]				614	ImLc	M0 V	1	P	12	0	5	4	4	2	0	0	0	0	8	6	1	4	D	1				De 		He 								Po 												Di 				B									Corr 3239	420-	M0 V	Hendrick	Hendrick	Iada	Dirnada	A	0	1	1	-5	-5	-3	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-3						
Milieu 0	Corr	2333	United	F66A000-9	Wa 	Di 			{ -2 }	(802-3)	[5028]				410	ImLc	F7 V M9 V	2	P	12	0	2	6	6	6	10	0	0	0	9	4	1	0	F	1																		Wa 								Di 				B									Corr 3239	66A-	F7 V M9 V	United	United	Rrnepimbum	Irnepimbum	8	0	2	2	-3	-3	-2	5	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-2						
Milieu 0	Corr	2334	Habretic	D663000-A		Di 			{ -1 }	(601-5)	[1028]				612	ImDv	M1 V	1	P	11	0	3	4	6	6	3	0	0	0	10	6	1	2	D	1																										Di 				B									Corr 3239	663-	M1 V	Habretic	Habretic	Aiy	Garki	6	0	1	1	-5	-5	-1	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Corr	2335	Betters	EA87000-8		Di 			{ -3 }	(702-4)	[3028]				301	ImDv	K1 V M2 V M2 V	3	P	6	0	1	5	10	8	7	0	0	0	8	3	0	1	E	1																										Di 				B									Corr 3239	A87-	K1 V M2 V M2 V	Betters	Betters	Ihindiim	Ishindiimde	7	0	2	2	-4	-4	-3	3	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-3						
Milieu 0	Corr	2336	Stagers	D543000-8	Po 	Di 			{ -3 }	(A01-5)	[1028]				824	ImLc	F7 V	1	P	9	0	4	4	5	4	3	0	0	0	8	8	2	4	D	1														Po 												Di 				B									Corr 3239	543-	F7 V	Stagers	Stagers	Lagsuum	Lagsuum	A	0	1	1	-5	-5	-3	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-3						
Milieu 0	Corr	2338	Sinist Iii	F426000-8		Di 			{ -3 }	(401-3)	[2028]				210	ImLc	M3 V K7 V	2	P	9	0	3	6	4	2	6	0	0	0	8	2	1	0	F	1																										Di 				B									Corr 3239	426-	M3 V K7 V	Sinist III	Sinist Iii	Mdurk	Midurkanshi	4	0	1	1	-3	-3	-3	2	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-3						
Milieu 0	Corr	2405	Prefostered	D420000-A	De He Po 	Di 			{ -1 }	(C03-4)	[1028]				624	ImLc	M1 V	1	P	9	0	5	4	4	2	0	0	0	0	10	6	2	4	D	1				De 		He 								Po 												Di 				B									Corr 3239	420-	M1 V	Prefostered	Prefostered	Umgap	Kumgap	C	0	3	3	-4	-4	-1	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Corr	2409	Shishashu	B312000-7	Ic 	Di 			{ -1 }	(801-3)	[1028]				122	ImLc	A6 V	1	P	9	0	10	2	3	1	2	0	0	0	7	1	2	2	B	1								Ic 																		Di 				B									Corr 3239	312-	A6 V	Shishashu	Shishashu	Shur	Isshur	8	0	1	1	-3	-3	-1	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Corr	2435	Long Shot	D000000-B	As Va 	Di 			{ -1 }	(D04+3)	[9028]				114	ImDv	M1 V	1	P	9	0	4	4	0	0	0	0	0	0	11	1	1	4	D	1		As 															Va 									Di 				B									Corr 3239	000-	M1 V	Long Shot	Long Shot	Hkhud	Khukhud	D	0	4	4	+3	3	-1	9	0	2	8	 1.00 	 0.90 	0	 1 	 0 	0	-1						
Milieu 0	Corr	2439	Desiver	D570000-A	De He 	Di 			{ -1 }	(802-5)	[1028]				620	ImDv	G1 V	1	P	7	0	3	4	5	7	0	0	0	0	10	6	2	0	D	1				De 		He 																				Di 				B									Corr 3239	570-	G1 V	Desiver	Desiver	Lnshuu	Lanshuulir	8	0	2	2	-5	-5	-1	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Corr	2440	Kiru	B565000-7		Di 			{ -1 }	(C06+4)	[8028]				522	ImDv	F5 V	1	P	10	0	6	2	5	6	5	0	0	0	7	5	2	2	B	1																										Di 				B									Corr 3239	565-	F5 V	Kivu	Kiru	Kersik	Khersikurke	C	0	6	6	+4	4	-1	8	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Corr	2505	Unikeejaf	E768000-8		Di 			{ -3 }	(702-5)	[1028]				202	ImLc	M0 V	1	P	5	0	1	5	7	6	8	0	0	0	8	2	0	2	E	1																										Di 				B									Corr 3239	768-	M0 V	Unikeejaf	Unikeejaf	Urkhekash	Dukarkhekash	7	0	2	2	-5	-5	-3	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-3						
